PROVINCIA;HORARIO DEL SERVICIO;DIAS HABILES;RUTA;COSTO;TIPO DE TRANSPORTE;VEHICULOS X RUTA;ORIGEN ;DESTINO;FEDERACION/SINDICATO;TIPO DE LICENCIA;ESTADO;FECHA_ACTUALIZACION
AZUA;06:00AM / 06:00PM;7;"RAMON ARTURO CALDERON RAMIREZ
(ASOCHODULOMA)";75;CAMIONETA;1;LAS LOMAS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;"VICTOR ANTONIO PEREZ
(ASOCHODULOMA)";75;CAMIONETA;1;LAS LOMAS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;"VICTOR MANUEL SORIANO 
(ASODUCHODULOMA)";75;CAMIONETA;1;LAS LOMAS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;05:30AM / 04:00PM;7;VICTOR DANIEL MATOS ;550;MICROBÚS;0;LAS YAYAS;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
AZUA;07:00AM / 04:00PM;7;ASODUMIYA;75;MICROBÚS Y MINIBUS;5;LAS YAYAS ;AZUA DE COMPOSTELA;CONATRA;Interurbano;N/A;18/7/2025
AZUA;INACTIVA;7;ASODEMA SRL;0;MINIBÚS;9;AZUA;BANÍ;CONATRA;Interurbano;N/A;18/7/2025
AZUA;05:00am/07:00pm;7;ASODEMA;300;MINIBÚS;60;LOS JOBILLOS-BANI ;SANTO DOMINGO ;CONATRA;Interurbano;N/A;18/7/2025
AZUA;05:00am/07:00pm;7;ASODEMA;0;AUTOBÚS;0;LOS JOBILLOS-BANI ;SANTO DOMINGO ;CONATRA;Interurbano;N/A;18/7/2025
AZUA;06:0000am / 06:00pm;7;ASOCHOPRO;100;MICROBÚS;10;LOS NEGROS ;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;FELICIANO BELTRE ;100;MICROBÚS;1;LOS TOROS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;VICTOR ALFONSO MIESES REYES;100;MICROBÚS;1;LOS TOROS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;HOMERO MENDEZ;100;MICROBÚS;1;LOS TOROS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;MILQUIN DARIO LEMOS MATEO ;100;CAMIONETA;1;LOS TOROS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;inactiva;7;BERNARDO PIMENTEL ;0;CAMIONETA;1;OREGANO CHIQUITO ;AZUA DE COMPOSTELA;NO AFILIADO-S;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;ASODUMISPAGO;150;MINIBÚS;25;PADRE LAS CASAS;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;ASODUMISPAGO;150;MINIBÚS;3;PADRE LAS CASAS;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;ASODUMISPAGO;400;CAMIONETA;1;PADRE LAS CASAS;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;"ASOCHODUVEPE
(JUAN RAMON SANCHEZ)";100;CAMIONETA;31;PERALTA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;"ASOCHODUVEPE
(HECTOR DOMINGO SANCHEZ)";100;CAMIONETA;2;PERALTA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;"HERIBERTO PEREZ ALMANZAR (MURIO)
HECTOR ALEXIS SANCHEZ";100;CAMIONETA;13;PERALTA ;LA SABANA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;ASOCHOPRO;100;MICROBÚS;19;PROYECTO 4;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7;ASOCHOPRO;50;MICROBÚS;28;PROYECTO LOS NEGROS 2C ;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7; ASOCHODUSA;50;CAMIONETA;55;SABANA YEGUA- KM11;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 06:00PM;7; ASOCHODUSA;50;MICROBÚS;3;SABANA YEGUA- KM11;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;07:30AM / 04:00PM;7;ALEXIS MENDEZ ;100;MINIBÚS;1;SAJANOA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;07:30AM / 04:00PM;7;FELIZ ANTONIO PEREZ;100;MINIBÚS;1;SAJANOA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 05:00PM;7;ASOCHOCOPO;100;CAMIONETA;9;TABARA ABAJO;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00AM / 05:00PM;7;ASOCHOCOPO;100;MICROBÚS;0;TABARA ABAJO;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;AIBAN GABRIEL PEREZ;100;MICROBÚS;1;TABARA ARRIBA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;NESTOR JULIO PEREZ;100;MICROBÚS;1;TABARA ARRIBA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;NICOLAS AUGUSTO SENCION;100;MICROBÚS;1;TABARA ARRIBA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;DEYSI RAMIREZ LARA ;100;MINIBÚS;1;TABARA ARRIBA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;FREDDY VICTOR SANCHEZ PEREZ;100;MINIBÚS;1;TABARA ARRIBA;AZUA DE COMPOSTELA;UNATRAFIN ;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00AM / 10:00PM;7;ASOPROMIYA;100;MINIBÚS;40;YAGUATE ;SANTO DOMINGO ( AUT. 6 DE NOVIEMBRE);FENATRANO;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;ASODUCHOMISALA;50;MICROBÚS;6;SAN JOSE DE OCOA;SABANA LARGA;CONATRA-A;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;04:00AM / 02:00PM;7;ASODUMICOA;400;MINIBÚS;1;EL PINAL - SAN JOSE DE OCOA;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;04:00AM / 02:00PM;7;ASODUMICOA;400;MINIBÚS;1;LA CIENAGA ;SANTO DOMINGO ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;04:00AM / 02:00PM;7;ASODUMICOA;325;MINIBÚS;26;SAN JOSE DE OCOA;SANTO DOMINGO ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;CRISTIAN ALBERTO RAMIREZ;200;CAMIONETA;1;SAN JOSE DE OCOA;PALO DE CAJA ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;JUAN ANTONIO CHALAS BAEZ;200;CAMIONETA;1;SAN JOSE DE OCOA;PALO DE CAJA ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;JUAN BAUTISTA CASTILLO ;100;CAMIONETA;1;SAN JOSE DE OCOA;LA CIENAGA;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;MARCOS NILSON MORDAN REYNA;250;CAMIONETA;1;SAN JOSE DE OCOA;LOS TRAMOJOS;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;RAFAEL DARIO CASTILLO VILLAR;200;CAMIONETA;1;SAN JOSE DE OCOA;PALO DE CAJA ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;ASODUCHOMIJORAM;275;MICROBÚS;29;SAN JOSE DE OCOA;RANCHO ARRIBA ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;JOSE ALTAGRACIA ARIAS CASTILLO;100;CAMIONETA;1;SAN JOSE DE OCOA;LAS AUYAMAS;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;JUAN ADONAI SOTO;200;CAMIONETA;1;SAN JOSE DE OCOA;PALO DE CAJA ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;JUAN BAUTISTA ARIAS PINALES;200;CAMIONETA;1;SAN JOSE DE OCOA; ROSALITO;CONATRA;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;RAFAEL EDUARDO RAMIREZ SOLIS;50;CAMIONETA;0;EL BARRO;AZUA DE COMPOSTELA;NO AFILIADO-S;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;RAMON EMILIO DIAZ;50;CAMIONETA;0;EL BARRO;AZUA DE COMPOSTELA;NO AFILIADO-S;Interurbano;N/A;18/7/2025
AZUA;06:00am / 06:00pm;7;SOCIEDAD POR EL DESARROLLO DE AMIAMA GOMEZ;125;MICROBÚS;0;AMIAMA GOMEZ;AZUA DE COMPOSTELA;NO AFILIADO-S;Interurbano;N/A;18/7/2025
AZUA;06:00am / 0600pm;7;GERINERDO ESTEVAN MEDINA ROSARIO;100;MICROBÚS;1;LOS TOROS;AZUA DE COMPOSTELA;NO AFILIADO-S;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;SICHOCOMIBA;125;MICROBÚS;18;BANI;SAN CRISTOBAL;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOCHOTABA;200;MICROBÚS;6;BANI; LAS TABLAS;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;05:00AM / 07:00PM;7;ASOMIBA;175;MINIBÚS;100;BANI;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;70;MINIBÚS;4;BANI; MATANZAS;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOTRABAO;200;MICROBÚS;25;BANI; OCOA;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;50;MICROBÚS;1;BANI;CAÑAFISTOL;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;80;MINIBÚS;1;BANI;QUIJA QUIETA;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;100;MINIBÚS;4;BANI; CALDERAS -SALINAS;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;85;MINIBÚS;1;BANI;ARROYO HONDO;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;110;MINIBÚS;3;BANI;PALMAR DE OCOA;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;40;MINIBÚS;7;BANI;PAYA;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMICABA;100;MINIBÚS;6;BANI;SABANA BUEY;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;"VICTOR ORLANDO GONZALES
 MILTON DE LOS REMEDIO GONZALEZ";100;MINIBÚS;1;BANI; HAITILLO;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMIBA;240;MINIBÚS;1;FUNDACION (SABANA BUEY);SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;05:00AM / 03:00PM;7;ASODUCHOBA SRL;100;MICROBÚS;26;LAS BARIAS;BANI;NO AFILIADO-S;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:00PM;7;ASOMILCA;75;MINIBÚS;4;LAS CARRERAS; BANI;CONATRA;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 07:00PM;7;ASOMINIZA;150;MINIBÚS;16;NIZAO;SANTO DOMINGO ;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 07:00PM;7;ASOMINIZA;125;MINIBÚS;8;NIZAO;BANI;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;05:00AM / 03:00PM;7;ASOMIBA;110;MINIBÚS;2;PALMAR DE OCOA;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;07:00PM / 02:00PM;7;JOSE ALTAGRACIA CAMINERO DIAZ;100;MICROBÚS;1;SABANA LARGA (CARRETON); BANI;UNATRAFIN ;Interurbano;N/A;18/7/2025
PERAVIA;07:00PM / 02:00PM;7;JUAN ORLANDO BAUTISTA;100;MICROBÚS;1;SABANA LARGA (CARRETON); BANI;UNATRAFIN ;Interurbano;N/A;18/7/2025
PERAVIA;07:00PM / 02:00PM;7;"SANTO LORENZO Y CARMONA HERNANDEZ
 ROBERTO MARINO CARMONA
MANOLIN RICHARD BAUSTISTA RODRIGUEZ";100;CAMIONETA;1;SABANA LARGA (CARRETON); BANI;UNATRAFIN ;Interurbano;N/A;18/7/2025
PERAVIA;07:00PM / 02:00PM;7;SANTO LUGO;100;MICROBÚS;2;SABANA LARGA (CARRETON); BANI;UNATRAFIN ;Interurbano;N/A;18/7/2025
PERAVIA;07:00PM / 02:00PM;7;SANTO GONZALEZ;100;CAMIONETA;1;SABANA LARGA (CARRETON); BANI;UNATRAFIN ;Interurbano;N/A;18/7/2025
PERAVIA;05:00AM / 03:00PM;7;ASOMIBA;200;MICROBÚS;2;SOMBRERO (BANI); SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;05:00AM / 03:00PM;7;CESAR BOLIVAR SOTO PIMENTEL;200;MICROBÚS;1;SOMBRERO (BANI); SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
PERAVIA;06:00AM / 06:PM;7;LUIS ENRIQUE VILLALONA GUERRERO;75;CAMIONETA;1;MONTERIA;BANI;NO AFILIADO-S;Interurbano;N/A;18/7/2025
PERAVIA;05:00AM / 03:00PM;7;RAFAEL PIMENTEL;75;MICROBÚS;1;MONTERIA-BANI;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:30am / 12:00am;7;SICHOHADOC;80;MICROBÚS;60;BAJOS DE HAINA;SANTO DOMINGO OESTE;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:00am / 07:30pm;7;SINCHOCOHANISAN (EMTRAHAMISAN);60;MICROBÚS Y MINIBUS ;4;BAJOS DE HAINA ;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;TRANSPORTE QUITA SUEÑO (RUTA 66);40;MINIBÚS;17;CABON;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00AM / 07:00PM;7;"ASOCHOCASAN
ASOCHOCAMBI";100;CARROS Y MICROBUS;97;CAMBITA GARABITO;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;TRANSPORTE QUITA SUEÑO (RUTA 66);60;MINIBÚS;0;EL CARRIL;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;TRANSPORTE QUITA SUEÑO (RUTA 66);40;MINIBÚS;18;EL MANGO;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:30am / 06:00PM;7;ASOCHOHADA;50;MICROBÚS;1;HATO DAMAS;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:30am / 06:00PM;7;ASOCHOHADA;50;CAMIONETA;5;HATO DAMAS;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:25AM / 06:50PM;7;ASOCIACION DE CHOFERES INGENIO NUEVO;50;CAMIONETA;1;INGENIO NUEVO;SAN CRISTOBAL;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:25AM / 06:50PM;7;ASOCIACION DE CHOFERES INGENIO NUEVO;50;MICROBÚS Y CARROS;1;INGENIO NUEVO;SAN CRISTOBAL;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 07:00pm;7;ASOCHOJAMEY;100;MICROBÚS Y CAMIONETA ;0;JAMEY ;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;TRANSPORTE QUITA SUEÑO (RUTA 66);60;MINIBÚS;16;LA PARED;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:00AM / 06:40PM;7;ANDRES FÉLIX ;50;MICROBÚS;9;LOS ANONES;SAN CRISTOBAL;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:30am / 06:00PM;7;ASODUMICA;150;CAMIONETA;18;LOS CACAOS;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:30am / 06:00PM;7;ASODUMICA;150;MICROBÚS Y CAMIONETA ;15;LOS CACAOS;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;TRANSPORTE QUITA SUEÑO (RUTA 66);60;MINIBÚS;16;MAGDALENA;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:30am / 07:00pm;7;ASOCHOCAMASANCRI;150;CAMIONETA;8;MANA(YAGUATE);SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:00AM / 05:30PM;7;ASOCHOMESADO;100;CARROS Y MICROBUS;47;MEDINA (SAN CRISTOBAL);SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:00PM / 07:30PM;7;ASOCHODUCASANCRIS;75;MICROBÚS Y CARROS;18;NAJAYO ARRIBA; SAN CRISTOBAL;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:30pm;7;ASODUMIHA;80;MINIBÚS;53;NIGUA-HAINA ;SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 06:00pm;7;SINCHOCANIZA;75;CARROS;31;LAS LOMAS (NAJAYO AL MEDIO )-NIZA;SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 08:00pm;7;SINDUCHOCOPA;175;MINIBÚS;33;PALENQUE;SAN CRISTOBAL SANTO DOMINGO;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:00AM / 09:00PM;7;SICHOPARED;50;MICROBÚS;16;PIEDRA BLANCA ;LA PARED;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;ASOCHONI;60;MICROBÚS;53;SAN CREGORIO DE NIGUA;SANTO DOMINGO OESTE;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;SICHOPIS;75;MICROBÚS;31;SAN CRISTOBAL;SANTO DOMINGO OESTE;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:30pm;7;SINCHODENCRIS RUTA-A;120;MINIBÚS;30;SAN CRISTOBAL;" SANTO DOMINGO
(AUT. 6 DE NOVIEMBRE)";CONATRA;Interurbano;N/A;18/7/2025
;N/A;7;SINCHODENCRIS RUTA-A;0;;;SAN CRISTOBAL;"SANTO DOMINGO
(CARRETERA SANCHEZ)";N/A;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 06:00pm;7;ASOCHOSANCRIS;100;CAMIONETA;23;SAN CRISTOBAL ;MEDINA - EL BADEN;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:30pm;7;UNACHOSIN (RUTA-B);120;MINIBÚS;140;SAN CRISTOBAL ;"SANTO DOMINGO
(CARRETERA SANCHEZ)";CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 06:00pm;7;SINDCHORA;100;CAMIONETA;36;SAN FRANCISCO-EL RAMON; SAN CRISTOBAL;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;inactiva;7; SINDICATO DE CHOFERES SOCIAL CRISTIANO DE VILLA ALTAGRACIA ;0;CARROS;22;VILLA ALTAGRACIA;EL BADEN -MEDINA ;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;ASOPROVILLA;100;CARROS;46;VILLA ALTAGRACIA;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;ASOPROVILLA;100;CARROS;47;VILLA ALTAGRACIA;SANTO DOMINGO (NOCTURNA);CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;04:30AM / 08:00PM;7;ASOCHOTRAPUVA;50;CARROS;40;VILLA ALTAGRACIA ;EL PUERTO;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;05:00am / 10:00pm;7;SICHOVA;100;MICROBÚS, CARRO Y MINIBUS;26;VILLA ALTAGRACIA;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
SAN CRISTOBAL ;06:00AM / 05:30PM;7;SINCHODEYA;50;MICROBÚS Y MINIBUS;26;YAGUATE;SAN CRISTOBAL;FENATRANO;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;AGUSTIN TRINIDAD DE LA CRUZ;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;ARCADIO OVALLES PADILLA;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;AURELIA ALTAGRACIA LOPEZ;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;"CANDIDO TRINIDAD FLORES
LEONAEL HIDALGO TAVARES";100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;CIRILO CORREA ADAMES;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;CLAUDIO ALEJANDRO CASTILLO HERNANDEZ;100;CARROS;1;SAN JOSE EL PUERTO (VILLA POR FUERA);SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;DOMINGO ANTONIO NUÑEZ;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;INACTIVO;7;"EDDY ANTONIO VASQUEZ ROQUEZ
ALMELIO DE LA ROSA";0;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;ELVIO ANTONIO RODRIGUEZ LORA;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;FELIPE CASILLA;100;CARROS;1;SAN JOSE EL PUERTO (VILLA POR FUERA);SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;GUADALUPE REINOSO MARTE;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;GUMERCINO VALDEZ;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;INOCENCIO SANTOS RODRIGUEZ;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;ISAEL RODRIGUEZ DE LOS SANTOS;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;JOSE DEMETRIO TAVAREZ MORALES;100;CARROS;1;SAN JOSE EL PUERTO (VILLA POR FUERA);SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN CRISTOBAL;05:00am / 10:00pm;7;JOSE FERNANDO FLORES FELIX;100;CARROS;1;SAN JOSE EL PUERTO;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;RAFAEL DANIEL ARIAS ;250;CAMIONETA;1;SAN JOSE DE OCOA;EL BUEY ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;RAMON DE LA CRUZ;200;CAMIONETA;1;SAN JOSE DE OCOA; ROSALITO;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;WILKIN JOSE MEDINA;200;CAMIONETA;1;SAN JOSE DE OCOA; ROSALITO;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;INACTIVA;7;JUAN SANCHEZ;0;CAMIONETA;2;SAN JOSE DE OCOA;LOS ANONES ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;06:00AM / 06:00PM;7;LUIS ERNESTO SOTO;200;CAMIONETA;1;SAN JOSE DE OCOA;PALO DE CAJA ;CONATRA;Interurbano;N/A;18/7/2025
SAN JOSE DE OCOA;05:00AM / 03:00PM;7;ASODUMICHORRA;275;MICROBÚS;3;RANCHO ARRIBA;PIEDRA BLANCA;CONATRA;Interurbano;N/A;18/7/2025
